Employee ID,EmployeeType,EmployeeType_Encoded,PayZone,PayZone_Encoded,DepartmentType,DepartmentType_Encoded,GenderCode,GenderCode_Encoded,RaceDesc,RaceDesc_Encoded,MaritalDesc,MaritalDesc_Encoded,Performance Score,Performance Score_Encoded,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score
2344,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,1,2,5,5
2345,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,2,2,1,5
2346,Part-Time,2,Zone A,0,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,4,5,3,1
2347,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,1,2,3,2
2348,Part-Time,2,Zone C,2,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,1,4,4,2
2349,Part-Time,2,Zone C,2,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,4,5,5,1
2350,Part-Time,2,Zone A,0,Executive Office,1,Male,1,Black,1,Divorced,0,Fully Meets,1,2,1,4,5
2351,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,4,3,3,5
2352,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,2,2,3,3
2353,Part-Time,2,Zone B,1,IT/IS,2,Female,0,Hispanic,2,Married,1,Fully Meets,1,2,2,4,3
2354,Part-Time,2,Zone C,2,IT/IS,2,Female,0,White,4,Divorced,0,Fully Meets,1,2,5,1,1
2355,Contract,0,Zone C,2,IT/IS,2,Male,1,Asian,0,Single,2,Fully Meets,1,1,1,1,4
2356,Part-Time,2,Zone C,2,IT/IS,2,Male,1,Black,1,Single,2,Fully Meets,1,4,4,1,1
2357,Contract,0,Zone B,1,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,1,1,2,3
2358,Part-Time,2,Zone B,1,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,4,5,3,3
2359,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,2,4,4,3
2360,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,1,4,4,3
2361,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,2,4,4,2
2362,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,2,5,4,5
2363,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,2,2,5,1
2364,Full-Time,1,Zone A,0,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,5,4,2,4
2365,Contract,0,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,1,1,1,1
2366,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,2,4,2,5
2367,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,5,3,2,5
2368,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,1,5,2,1
2369,Part-Time,2,Zone B,1,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,5,5,2,4
2370,Contract,0,Zone B,1,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,5,1,2,4
2371,Contract,0,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,1,2,1,5
2372,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,2,3,4,5
2373,Full-Time,1,Zone A,0,IT/IS,2,Female,0,Other,3,Divorced,0,Fully Meets,1,2,3,5,5
2374,Part-Time,2,Zone A,0,IT/IS,2,Female,0,Asian,0,Divorced,0,Fully Meets,1,2,1,2,1
2375,Contract,0,Zone B,1,IT/IS,2,Male,1,Black,1,Single,2,Fully Meets,1,1,2,4,2
2376,Full-Time,1,Zone A,0,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,4,5,2,4
2377,Contract,0,Zone B,1,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,4,1,2,1
2378,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,2,2,5,3
2379,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,2,2,5,1
2380,Full-Time,1,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,2,2,1,3
2381,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,2,2,3,3
2382,Part-Time,2,Zone C,2,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,1,4,3,4
2383,Full-Time,1,Zone A,0,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,4,5,3,5
2384,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,5,2,2,2
2385,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,2,2,1,3
2386,Part-Time,2,Zone B,1,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,1,1,4,3
2387,Contract,0,Zone C,2,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,1,1,2,5
2388,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Single,2,Fully Meets,1,2,5,2,4
2389,Contract,0,Zone C,2,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,2,1,4,2
2390,Part-Time,2,Zone C,2,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,1,1,5,4
2391,Part-Time,2,Zone B,1,IT/IS,2,Female,0,Asian,0,Widowed,3,Fully Meets,1,1,3,3,3
2392,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Black,1,Single,2,Fully Meets,1,1,4,3,2
2393,Full-Time,1,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,5,3,2,2
2394,Full-Time,1,Zone C,2,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,2,4,1,1
2395,Part-Time,2,Zone C,2,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,1,1,1,4
2396,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,1,3,4,2
2397,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,2,2,5,2
2398,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,5,4,3,3
2399,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,4,1,4,2
2400,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,2,4,4,3
2401,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,5,1,1,3
2402,Full-Time,1,Zone C,2,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,2,3,2,2
2403,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,4,3,3,3
2404,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,2,3,3,1
2405,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,4,4,1,2
2406,Part-Time,2,Zone B,1,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,1,1,4,4
2407,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,4,3,5,5
2408,Full-Time,1,Zone B,1,IT/IS,2,Female,0,Black,1,Divorced,0,Fully Meets,1,5,2,5,5
2409,Full-Time,1,Zone B,1,IT/IS,2,Female,0,White,4,Single,2,Fully Meets,1,4,3,3,3
2410,Full-Time,1,Zone B,1,IT/IS,2,Male,1,White,4,Divorced,0,Fully Meets,1,2,4,4,1
2411,Part-Time,2,Zone B,1,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,2,2,3,3
2412,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,2,5,4,5
2413,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,4,4,2,2
2414,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,2,1,1,5
2415,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,4,1,2,5
2416,Contract,0,Zone C,2,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,2,4,5,1
2417,Contract,0,Zone C,2,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,4,2,3,4
2418,Contract,0,Zone B,1,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,1,3,2,5
2419,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,2,2,2,1
2420,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,5,4,3,1
2421,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,2,1,3,5
2422,Part-Time,2,Zone A,0,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,2,5,4,5
2423,Contract,0,Zone A,0,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,1,3,3,5
2424,Full-Time,1,Zone C,2,Executive Office,1,Male,1,Hispanic,2,Divorced,0,Fully Meets,1,2,2,1,4
2425,Contract,0,Zone C,2,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,2,2,2,2
2426,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,2,5,5,3
2427,Part-Time,2,Zone C,2,IT/IS,2,Female,0,Asian,0,Divorced,0,Fully Meets,1,5,2,2,1
2428,Part-Time,2,Zone B,1,IT/IS,2,Female,0,White,4,Divorced,0,Fully Meets,1,4,2,5,5
2429,Part-Time,2,Zone C,2,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,4,3,4,2
2430,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,2,2,1,1
2431,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,4,4,2,5
2432,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,2,1,1,2
2433,Contract,0,Zone C,2,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,1,1,5,3
2434,Part-Time,2,Zone A,0,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,5,5,2,5
2435,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,2,1,3,2
2436,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,4,1,3,3
2437,Full-Time,1,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,2,3,5,2
2438,Contract,0,Zone A,0,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,5,4,1,4
2439,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,5,4,3,5
2440,Contract,0,Zone B,1,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,1,2,5,2
2441,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,2,2,4,2
2442,Contract,0,Zone C,2,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,1,2,1,5
2443,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,1,4,3,5
2444,Part-Time,2,Zone C,2,IT/IS,2,Female,0,Black,1,Single,2,Fully Meets,1,4,1,1,5
2445,Contract,0,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,2,3,4,5
2446,Contract,0,Zone C,2,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,5,1,2,5
2447,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,4,5,3,4
2448,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,4,2,2,5
2449,Part-Time,2,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,4,4,5,3
2450,Full-Time,1,Zone A,0,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,1,5,3,2
2451,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,5,5,3,1
2452,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Married,1,Fully Meets,1,2,3,3,1
2453,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,1,3,3,3
2454,Full-Time,1,Zone A,0,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,5,1,4,3
2455,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,2,3,3,1
2456,Full-Time,1,Zone A,0,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,5,4,5,3
2457,Part-Time,2,Zone A,0,Production       ,3,Male,1,Hispanic,2,Single,2,Fully Meets,1,2,3,2,3
2458,Part-Time,2,Zone B,1,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,2,5,3,1
2459,Full-Time,1,Zone A,0,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,4,5,5,5
2460,Contract,0,Zone C,2,IT/IS,2,Female,0,White,4,Widowed,3,Fully Meets,1,2,3,4,2
2461,Part-Time,2,Zone A,0,Admin Offices,0,Male,1,Black,1,Divorced,0,Fully Meets,1,5,3,2,4
2462,Part-Time,2,Zone C,2,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,2,4,1,2
2463,Part-Time,2,Zone A,0,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,4,3,5,5
2464,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,2,2,3,2
2465,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,2,3,3,1
2466,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,2,2,4,1
2467,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,5,1,1,4
2468,Part-Time,2,Zone A,0,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,5,5,4,3
2469,Part-Time,2,Zone C,2,Production       ,3,Male,1,Hispanic,2,Divorced,0,Fully Meets,1,4,2,1,5
2470,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,5,5,5,2
2471,Part-Time,2,Zone C,2,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,2,5,5,3
2472,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,2,5,2,3
2473,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Single,2,Fully Meets,1,4,4,4,3
2474,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,4,4,5,2
2475,Part-Time,2,Zone C,2,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,4,1,4,1
2476,Part-Time,2,Zone B,1,Executive Office,1,Male,1,Other,3,Single,2,Fully Meets,1,2,3,5,5
2477,Contract,0,Zone A,0,Sales,4,Female,0,Asian,0,Divorced,0,Fully Meets,1,2,4,4,3
2478,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,5,4,4,1
2479,Contract,0,Zone C,2,IT/IS,2,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,4,2,1,2
2480,Part-Time,2,Zone C,2,IT/IS,2,Male,1,White,4,Widowed,3,Fully Meets,1,2,3,2,3
2481,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Black,1,Divorced,0,Fully Meets,1,1,2,5,1
2482,Contract,0,Zone C,2,IT/IS,2,Male,1,Black,1,Married,1,Fully Meets,1,4,4,2,5
2483,Part-Time,2,Zone A,0,IT/IS,2,Male,1,Black,1,Divorced,0,Fully Meets,1,2,5,1,3
2484,Part-Time,2,Zone A,0,IT/IS,2,Male,1,Black,1,Single,2,Fully Meets,1,4,1,2,2
2485,Part-Time,2,Zone B,1,Software Engineering,5,Male,1,White,4,Widowed,3,Fully Meets,1,4,3,5,5
2486,Part-Time,2,Zone A,0,IT/IS,2,Male,1,Black,1,Married,1,Fully Meets,1,5,1,1,5
2487,Part-Time,2,Zone A,0,IT/IS,2,Male,1,White,4,Single,2,Fully Meets,1,4,1,1,4
2488,Contract,0,Zone A,0,IT/IS,2,Male,1,Other,3,Married,1,Fully Meets,1,1,2,4,5
2489,Contract,0,Zone A,0,IT/IS,2,Male,1,Hispanic,2,Single,2,Fully Meets,1,5,1,3,2
2490,Contract,0,Zone A,0,IT/IS,2,Male,1,Other,3,Widowed,3,Fully Meets,1,4,2,2,4
2491,Contract,0,Zone A,0,Software Engineering,5,Male,1,Black,1,Single,2,Fully Meets,1,1,4,5,2
2492,Full-Time,1,Zone C,2,Software Engineering,5,Male,1,White,4,Married,1,Fully Meets,1,2,3,2,5
2493,Contract,0,Zone C,2,Software Engineering,5,Male,1,Black,1,Divorced,0,Fully Meets,1,4,1,3,1
2494,Contract,0,Zone A,0,IT/IS,2,Male,1,Asian,0,Married,1,Fully Meets,1,4,1,1,1
2495,Contract,0,Zone B,1,IT/IS,2,Male,1,Black,1,Married,1,Fully Meets,1,1,5,1,2
2496,Part-Time,2,Zone B,1,IT/IS,2,Male,1,Other,3,Single,2,Fully Meets,1,2,2,3,3
2497,Full-Time,1,Zone C,2,IT/IS,2,Male,1,White,4,Single,2,Fully Meets,1,4,5,2,5
2498,Full-Time,1,Zone A,0,IT/IS,2,Female,0,Asian,0,Divorced,0,Fully Meets,1,4,5,3,5
2499,Contract,0,Zone B,1,Software Engineering,5,Male,1,Asian,0,Married,1,Fully Meets,1,4,5,5,3
2500,Full-Time,1,Zone C,2,Software Engineering,5,Male,1,Hispanic,2,Married,1,Fully Meets,1,2,1,3,5
2501,Full-Time,1,Zone A,0,Software Engineering,5,Male,1,Black,1,Divorced,0,Fully Meets,1,2,1,5,3
2502,Part-Time,2,Zone C,2,Software Engineering,5,Male,1,White,4,Divorced,0,Fully Meets,1,2,3,3,5
2503,Contract,0,Zone C,2,IT/IS,2,Male,1,White,4,Married,1,Fully Meets,1,5,1,1,1
2504,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Black,1,Single,2,Fully Meets,1,4,1,5,3
2505,Contract,0,Zone B,1,IT/IS,2,Male,1,Asian,0,Single,2,Fully Meets,1,1,3,2,3
2506,Full-Time,1,Zone C,2,IT/IS,2,Male,1,White,4,Single,2,Fully Meets,1,5,3,3,2
2507,Part-Time,2,Zone B,1,IT/IS,2,Female,0,White,4,Single,2,Fully Meets,1,5,2,3,4
2508,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Other,3,Single,2,Fully Meets,1,5,1,4,1
2509,Part-Time,2,Zone C,2,Software Engineering,5,Female,0,Hispanic,2,Married,1,Fully Meets,1,2,1,2,3
2510,Contract,0,Zone C,2,Software Engineering,5,Male,1,Asian,0,Single,2,Fully Meets,1,1,2,2,2
2511,Full-Time,1,Zone C,2,Software Engineering,5,Male,1,Asian,0,Single,2,Fully Meets,1,4,4,3,1
2512,Part-Time,2,Zone B,1,Software Engineering,5,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,4,1,4,2
2513,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Asian,0,Divorced,0,Fully Meets,1,2,5,2,4
2514,Part-Time,2,Zone A,0,IT/IS,2,Male,1,White,4,Single,2,Fully Meets,1,1,5,2,2
2515,Contract,0,Zone A,0,IT/IS,2,Male,1,Hispanic,2,Single,2,Fully Meets,1,4,1,1,1
2516,Full-Time,1,Zone C,2,IT/IS,2,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,5,5,1,5
2517,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Asian,0,Single,2,Fully Meets,1,2,5,5,1
2518,Full-Time,1,Zone A,0,IT/IS,2,Male,1,White,4,Widowed,3,Fully Meets,1,4,4,2,1
2519,Part-Time,2,Zone A,0,Software Engineering,5,Female,0,White,4,Married,1,Fully Meets,1,4,3,5,5
2520,Part-Time,2,Zone C,2,Software Engineering,5,Male,1,Asian,0,Divorced,0,Fully Meets,1,1,2,1,1
2521,Contract,0,Zone C,2,Software Engineering,5,Male,1,White,4,Divorced,0,Fully Meets,1,1,4,4,4
2522,Full-Time,1,Zone C,2,IT/IS,2,Male,1,Other,3,Married,1,Fully Meets,1,4,3,3,2
2523,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Hispanic,2,Single,2,Fully Meets,1,5,1,1,3
2524,Contract,0,Zone A,0,IT/IS,2,Male,1,Black,1,Married,1,Fully Meets,1,1,3,3,4
2525,Full-Time,1,Zone B,1,Sales,4,Male,1,Other,3,Married,1,Fully Meets,1,2,2,5,1
2526,Contract,0,Zone C,2,IT/IS,2,Female,0,Other,3,Single,2,Fully Meets,1,1,1,1,1
2527,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Asian,0,Married,1,Fully Meets,1,2,3,4,5
2528,Part-Time,2,Zone C,2,IT/IS,2,Male,1,White,4,Married,1,Fully Meets,1,1,2,4,2
2529,Full-Time,1,Zone B,1,Software Engineering,5,Female,0,Other,3,Single,2,Fully Meets,1,2,4,5,1
2530,Part-Time,2,Zone C,2,Software Engineering,5,Male,1,White,4,Divorced,0,Fully Meets,1,2,4,1,1
2531,Part-Time,2,Zone B,1,Software Engineering,5,Male,1,Black,1,Widowed,3,Fully Meets,1,2,2,5,4
2532,Contract,0,Zone A,0,IT/IS,2,Male,1,Other,3,Widowed,3,Fully Meets,1,4,1,1,4
2533,Full-Time,1,Zone A,0,IT/IS,2,Male,1,White,4,Divorced,0,Fully Meets,1,1,1,1,3
2534,Part-Time,2,Zone B,1,IT/IS,2,Male,1,Other,3,Divorced,0,Fully Meets,1,1,2,2,5
2535,Contract,0,Zone B,1,Sales,4,Male,1,Other,3,Single,2,Fully Meets,1,2,2,5,2
2536,Contract,0,Zone C,2,Sales,4,Male,1,Hispanic,2,Married,1,Fully Meets,1,2,2,1,2
2537,Full-Time,1,Zone A,0,IT/IS,2,Female,0,White,4,Single,2,Fully Meets,1,2,4,5,4
2538,Full-Time,1,Zone C,2,IT/IS,2,Female,0,Hispanic,2,Single,2,Fully Meets,1,5,5,4,5
2539,Part-Time,2,Zone B,1,IT/IS,2,Male,1,Black,1,Married,1,Fully Meets,1,2,4,2,3
2540,Contract,0,Zone B,1,Software Engineering,5,Female,0,Black,1,Divorced,0,Fully Meets,1,4,3,4,4
2541,Full-Time,1,Zone B,1,Software Engineering,5,Female,0,Other,3,Married,1,Fully Meets,1,1,3,4,3
2542,Part-Time,2,Zone A,0,Software Engineering,5,Male,1,Black,1,Single,2,Fully Meets,1,4,2,1,3
2543,Full-Time,1,Zone A,0,Software Engineering,5,Male,1,White,4,Divorced,0,Fully Meets,1,2,3,4,3
2544,Full-Time,1,Zone C,2,IT/IS,2,Male,1,White,4,Married,1,Fully Meets,1,1,2,3,2
2545,Contract,0,Zone B,1,IT/IS,2,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,4,3,2,3
2546,Part-Time,2,Zone A,0,IT/IS,2,Male,1,Other,3,Married,1,Fully Meets,1,4,4,4,5
2547,Full-Time,1,Zone A,0,Sales,4,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,4,2,5,1
2548,Contract,0,Zone A,0,IT/IS,2,Female,0,Other,3,Divorced,0,Fully Meets,1,1,2,5,3
2549,Contract,0,Zone A,0,IT/IS,2,Female,0,White,4,Divorced,0,Fully Meets,1,5,4,3,5
2550,Contract,0,Zone A,0,Software Engineering,5,Female,0,White,4,Widowed,3,Fully Meets,1,5,3,1,1
2551,Full-Time,1,Zone B,1,Software Engineering,5,Female,0,Other,3,Widowed,3,Fully Meets,1,1,4,2,2
2552,Full-Time,1,Zone B,1,Software Engineering,5,Male,1,White,4,Single,2,Fully Meets,1,5,3,2,3
2553,Contract,0,Zone B,1,IT/IS,2,Male,1,Other,3,Divorced,0,Fully Meets,1,2,2,2,2
2554,Part-Time,2,Zone A,0,IT/IS,2,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,1,5,1,4
2555,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Other,3,Widowed,3,Fully Meets,1,2,5,1,4
2556,Part-Time,2,Zone A,0,Sales,4,Male,1,White,4,Married,1,Fully Meets,1,2,4,1,3
2557,Full-Time,1,Zone B,1,IT/IS,2,Female,0,Black,1,Married,1,Fully Meets,1,2,1,3,1
2558,Full-Time,1,Zone B,1,Software Engineering,5,Female,0,Asian,0,Widowed,3,Fully Meets,1,4,2,4,5
2559,Part-Time,2,Zone B,1,Software Engineering,5,Male,1,White,4,Widowed,3,Fully Meets,1,1,3,5,3
2560,Part-Time,2,Zone A,0,IT/IS,2,Male,1,Black,1,Widowed,3,Fully Meets,1,4,5,1,5
2561,Contract,0,Zone B,1,IT/IS,2,Male,1,Hispanic,2,Married,1,Fully Meets,1,2,3,5,4
2562,Contract,0,Zone B,1,IT/IS,2,Male,1,Other,3,Married,1,Fully Meets,1,4,1,4,3
2563,Contract,0,Zone B,1,IT/IS,2,Male,1,Other,3,Widowed,3,Fully Meets,1,2,2,2,4
2564,Contract,0,Zone B,1,Sales,4,Male,1,Hispanic,2,Married,1,Fully Meets,1,1,1,4,4
2565,Contract,0,Zone C,2,IT/IS,2,Female,0,White,4,Married,1,Fully Meets,1,2,2,5,4
2566,Full-Time,1,Zone B,1,Software Engineering,5,Male,1,Other,3,Married,1,Fully Meets,1,2,3,2,2
2567,Full-Time,1,Zone B,1,IT/IS,2,Male,1,Black,1,Widowed,3,Fully Meets,1,5,4,3,5
2568,Full-Time,1,Zone C,2,IT/IS,2,Male,1,Asian,0,Widowed,3,Fully Meets,1,4,3,5,2
2569,Full-Time,1,Zone C,2,IT/IS,2,Male,1,Black,1,Single,2,Fully Meets,1,2,3,4,3
2570,Contract,0,Zone A,0,IT/IS,2,Male,1,Black,1,Single,2,Fully Meets,1,4,3,3,1
2571,Part-Time,2,Zone A,0,IT/IS,2,Female,0,Asian,0,Divorced,0,Fully Meets,1,2,3,3,5
2572,Contract,0,Zone A,0,IT/IS,2,Male,1,Asian,0,Widowed,3,Fully Meets,1,4,1,1,2
2573,Contract,0,Zone A,0,Sales,4,Female,0,Black,1,Divorced,0,Fully Meets,1,4,1,4,3
2574,Full-Time,1,Zone C,2,Sales,4,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,2,3,1,4
2575,Contract,0,Zone C,2,Sales,4,Male,1,Other,3,Widowed,3,Fully Meets,1,4,4,3,4
2576,Contract,0,Zone B,1,Sales,4,Female,0,Asian,0,Widowed,3,Fully Meets,1,1,2,4,1
2577,Full-Time,1,Zone A,0,Sales,4,Female,0,Other,3,Married,1,Fully Meets,1,2,5,2,4
2578,Part-Time,2,Zone A,0,Sales,4,Female,0,Black,1,Single,2,Fully Meets,1,5,4,5,3
2579,Full-Time,1,Zone C,2,Sales,4,Female,0,White,4,Married,1,Fully Meets,1,2,3,4,4
2580,Full-Time,1,Zone A,0,Sales,4,Male,1,White,4,Single,2,Fully Meets,1,2,1,2,4
